,best_threshold,best_profit,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.17500000000000002,307,0.9560439560439561,0.9182058047493403,0.9367429340511441,379,0.6172839506172839,0.7575757575757576,0.6802721088435375,66,0.8943820224719101,0.8943820224719101,0.8943820224719101,445,0.78666395333062,0.8378907811625489,0.8085075214473407,445,0.9058008990593261,0.8943820224719101,0.8987045644697912,445,0.7575757575757576,0.6172839506172839,0.6802721088435375,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 6, 'mlpc__learning_rate_init': 0.01}",0.9123690733189413
0,0.15000000000000002,227,0.9501466275659824,0.8548812664907651,0.8999999999999999,379,0.47115384615384615,0.7424242424242424,0.5764705882352942,66,0.8382022471910112,0.8382022471910112,0.8382022471910112,445,0.7106502368599144,0.7986527544575037,0.7382352941176471,445,0.8791050015587892,0.8382022471910112,0.8520158625247851,445,0.7424242424242424,0.47115384615384615,0.5764705882352942,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.8549812105221076
0,0.9500000000000001,215,0.9183673469387755,0.9498680738786279,0.933852140077821,379,0.6415094339622641,0.5151515151515151,0.5714285714285715,66,0.8853932584269663,0.8853932584269663,0.8853932584269663,445,0.7799383904505198,0.7325097945150716,0.7526403557531962,445,0.8773052744523715,0.8853932584269663,0.8800994310197301,445,0.5151515151515151,0.6415094339622641,0.5714285714285715,naive_bayes,{'nb__alpha': 0.75},0.8388102662508995
0,0.25,332,0.9616438356164384,0.9261213720316622,0.9435483870967741,379,0.65,0.7878787878787878,0.7123287671232875,66,0.9056179775280899,0.9056179775280899,0.9056179775280899,445,0.8058219178082192,0.8570000799552251,0.8279385771100308,445,0.9154225026935509,0.9056179775280899,0.9092551400894704,445,0.7878787878787878,0.65,0.7123287671232875,logistic_regression,"{'lr__C': 4.281332398719396, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.9433517230351004
0,0.15000000000000002,319,0.9791044776119403,0.8654353562005277,0.9187675070028011,379,0.5363636363636364,0.8939393939393939,0.6704545454545455,66,0.8696629213483146,0.8696629213483146,0.8696629213483146,445,0.7577340569877884,0.8796873750699608,0.7946110262286733,445,0.9134395438537649,0.8696629213483146,0.8819390677619362,445,0.8939393939393939,0.5363636363636364,0.6704545454545455,xgboost,,0.9370352602542577
0,0.35000000000000003,335,0.9617486338797814,0.9287598944591029,0.9449664429530201,379,0.6582278481012658,0.7878787878787878,0.7172413793103448,66,0.9078651685393259,0.9078651685393259,0.9078651685393259,445,0.8099882409905236,0.8583193411689454,0.8311039111316825,445,0.9167320678991475,0.9078651685393259,0.911191489693657,445,0.7878787878787878,0.6582278481012658,0.7172413793103448,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.9033341328855842
0,0.30000000000000004,172,0.9138381201044387,0.9259259259259259,0.9198423127463863,378,0.5333333333333333,0.49230769230769234,0.512,65,0.8623024830699775,0.8623024830699775,0.8623024830699775,443,0.723585726718886,0.7091168091168092,0.7159211563731931,443,0.858007846650439,0.8623024830699775,0.8600008898829211,443,0.49230769230769234,0.5333333333333333,0.512,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.8037444037444038
0,0.35000000000000003,164,0.9114583333333334,0.9259259259259259,0.9186351706036746,378,0.5254237288135594,0.47692307692307695,0.5000000000000001,65,0.8600451467268623,0.8600451467268623,0.8600451467268623,443,0.7184410310734464,0.7014245014245014,0.7093175853018374,443,0.854816687071967,0.8600451467268623,0.8572101455715326,443,0.47692307692307695,0.5254237288135594,0.5000000000000001,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.8439967439967441
0,0.9750000000000001,145,0.9015151515151515,0.9444444444444444,0.9224806201550387,378,0.5531914893617021,0.4,0.4642857142857143,65,0.8645598194130926,0.8645598194130926,0.8645598194130926,443,0.7273533204384268,0.6722222222222223,0.6933831672203765,443,0.8504067135016657,0.8645598194130926,0.8552511192938512,443,0.4,0.5531914893617021,0.4642857142857143,naive_bayes,{'nb__alpha': 0.75},0.7294668294668295
0,0.4,262,0.9309462915601023,0.9629629629629629,0.9466840052015606,378,0.7307692307692307,0.5846153846153846,0.6495726495726495,65,0.90744920993228,0.90744920993228,0.90744920993228,443,0.8308577611646666,0.7737891737891738,0.798128327387105,443,0.9015749395253243,0.90744920993228,0.9030897882356933,443,0.5846153846153846,0.7307692307692307,0.6495726495726495,logistic_regression,"{'lr__C': 29.763514416313132, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.9043956043956044
0,0.2,278,0.9550561797752809,0.8994708994708994,0.9264305177111717,378,0.5632183908045977,0.7538461538461538,0.6447368421052632,65,0.8781038374717833,0.8781038374717833,0.8781038374717833,443,0.7591372852899393,0.8266585266585267,0.7855836799082174,443,0.8975630504680701,0.8781038374717833,0.8850984885590631,443,0.7538461538461538,0.5632183908045977,0.6447368421052632,xgboost,,0.911965811965812
0,0.525,225,0.9142156862745098,0.9867724867724867,0.9491094147582696,378,0.8571428571428571,0.46153846153846156,0.6,65,0.909706546275395,0.909706546275395,0.909706546275395,443,0.8856792717086834,0.7241554741554741,0.7745547073791348,443,0.9058415691332966,0.909706546275395,0.8978856857305325,443,0.46153846153846156,0.8571428571428571,0.6,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8412698412698412
0,0.275,275,0.9546742209631728,0.8962765957446809,0.9245541838134431,376,0.5568181818181818,0.7538461538461538,0.6405228758169935,65,0.8752834467120182,0.8752834467120182,0.8752834467120183,441,0.7557462013906773,0.8250613747954174,0.7825385298152183,441,0.8960333081640245,0.8752834467120182,0.8826901588253042,441,0.7538461538461538,0.5568181818181818,0.6405228758169935,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.01}",0.9097381342062193
0,0.25,210,0.9293478260869565,0.9095744680851063,0.9193548387096774,376,0.5342465753424658,0.6,0.5652173913043479,65,0.8639455782312925,0.8639455782312925,0.8639455782312925,441,0.7317972007147111,0.7547872340425532,0.7422861150070126,441,0.8711129478593106,0.8639455782312925,0.8671577092735178,441,0.6,0.5342465753424658,0.5652173913043479,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.8558715220949263
0,0.925,183,0.916010498687664,0.9281914893617021,0.9220607661822985,376,0.55,0.5076923076923077,0.528,65,0.8662131519274376,0.8662131519274376,0.8662131519274376,441,0.733005249343832,0.717941898527005,0.7250303830911493,441,0.8620633730307522,0.8662131519274376,0.8639792473572431,441,0.5076923076923077,0.55,0.528,naive_bayes,{'nb__alpha': 0.75},0.7945171849427168
0,0.225,305,0.9559228650137741,0.9228723404255319,0.9391069012178619,376,0.6282051282051282,0.7538461538461538,0.6853146853146853,65,0.8979591836734694,0.8979591836734694,0.8979591836734694,441,0.7920639966094511,0.8383592471358429,0.8122107932662737,441,0.9076197972301868,0.8979591836734694,0.9016998852684142,441,0.7538461538461538,0.6282051282051282,0.6853146853146853,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.9292553191489362
0,0.2,302,0.9629629629629629,0.898936170212766,0.9298486932599724,376,0.5777777777777777,0.8,0.6709677419354838,65,0.8843537414965986,0.8843537414965986,0.8843537414965986,441,0.7703703703703704,0.8494680851063829,0.8004082175977281,441,0.9061896363483665,0.8843537414965986,0.891691636942304,441,0.8,0.5777777777777777,0.6709677419354838,xgboost,,0.9218903436988544
0,0.325,276,0.9523809523809523,0.9042553191489362,0.9276944065484312,376,0.5714285714285714,0.7384615384615385,0.6442953020134228,65,0.8798185941043084,0.8798185941043084,0.8798185941043084,441,0.7619047619047619,0.8213584288052374,0.785994854280927,441,0.8962315084764063,0.8798185941043084,0.8859235634763777,441,0.7384615384615385,0.5714285714285714,0.6442953020134228,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.9002454991816694
0,0.225,199,0.9297752808988764,0.8850267379679144,0.9068493150684931,374,0.4880952380952381,0.6212121212121212,0.5466666666666667,66,0.8454545454545455,0.8454545454545455,0.8454545454545455,440,0.7089352594970573,0.7531194295900179,0.7267579908675799,440,0.8635232744783307,0.8454545454545455,0.8528219178082191,440,0.6212121212121212,0.4880952380952381,0.5466666666666667,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.001}",0.8375060768108896
0,0.225,162,0.9361702127659575,0.8235294117647058,0.8762446657183499,374,0.40540540540540543,0.6818181818181818,0.5084745762711864,66,0.8022727272727272,0.8022727272727272,0.8022727272727272,440,0.6707878090856815,0.7526737967914439,0.6923596209947682,440,0.8565554916618747,0.8022727272727272,0.8210791523012754,440,0.6818181818181818,0.40540540540540543,0.5084745762711864,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': 7, 'dt__min_samples_split': 70}",0.7980270620644953
0,0.7000000000000001,152,0.9244186046511628,0.8502673796791443,0.8857938718662952,374,0.4166666666666667,0.6060606060606061,0.4938271604938272,66,0.8136363636363636,0.8136363636363636,0.8136363636363636,440,0.6705426356589147,0.7281639928698752,0.6898105161800612,440,0.8482558139534884,0.8136363636363636,0.826998865160425,440,0.6060606060606061,0.4166666666666667,0.4938271604938272,naive_bayes,{'nb__alpha': 1},0.7985334629719657
0,0.275,281,0.9452054794520548,0.9224598930481284,0.9336941813261164,374,0.6133333333333333,0.696969696969697,0.652482269503546,66,0.8886363636363637,0.8886363636363637,0.8886363636363637,440,0.779269406392694,0.8097147950089127,0.7930882254148313,440,0.8954246575342466,0.8886363636363637,0.8915123945527309,440,0.696969696969697,0.6133333333333333,0.652482269503546,logistic_regression,"{'lr__C': 4.281332398719396, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.8909009884945714
0,0.275,269,0.9445983379501385,0.9117647058823529,0.927891156462585,374,0.5822784810126582,0.696969696969697,0.6344827586206897,66,0.8795454545454545,0.8795454545454545,0.8795454545454546,440,0.7634384094813984,0.804367201426025,0.7811869575416374,440,0.8902503594095166,0.8795454545454545,0.8838798967863007,440,0.696969696969697,0.5822784810126582,0.6344827586206897,xgboost,,0.9130610922054772
0,0.30000000000000004,231,0.9472140762463344,0.8636363636363636,0.9034965034965036,374,0.48484848484848486,0.7272727272727273,0.5818181818181818,66,0.8431818181818181,0.8431818181818181,0.8431818181818181,440,0.7160312805474096,0.7954545454545454,0.7426573426573426,440,0.8778592375366568,0.8431818181818181,0.8552447552447553,440,0.7272727272727273,0.48484848484848486,0.5818181818181818,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8758710095608491
0,0.225,222,0.9470588235294117,0.8563829787234043,0.8994413407821229,376,0.47058823529411764,0.7272727272727273,0.5714285714285714,66,0.8371040723981901,0.8371040723981901,0.8371040723981901,442,0.7088235294117646,0.7918278529980658,0.7354349561053471,442,0.8759116316209741,0.8371040723981901,0.8504620584804613,442,0.7272727272727273,0.47058823529411764,0.5714285714285714,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.001}",0.84642972275951
0,0.30000000000000004,208,0.9137055837563451,0.9574468085106383,0.9350649350649352,376,0.6666666666666666,0.48484848484848486,0.5614035087719298,66,0.8868778280542986,0.8868778280542986,0.8868778280542986,442,0.7901861252115059,0.7211476466795617,0.7482342219184325,442,0.8768174196660311,0.8868778280542986,0.879269337473672,442,0.48484848484848486,0.6666666666666666,0.5614035087719298,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 50}",0.8407680528691167
0,0.9,173,0.9146666666666666,0.9122340425531915,0.9134487350199734,376,0.5074626865671642,0.5151515151515151,0.5112781954887218,66,0.8529411764705882,0.8529411764705882,0.8529411764705882,442,0.7110646766169154,0.7136927788523533,0.7123634652543476,442,0.853862452443664,0.8529411764705882,0.8533961205198317,442,0.5151515151515151,0.5074626865671642,0.5112781954887218,naive_bayes,{'nb__alpha': 0.75},0.7681737588652483
0,0.225,310,0.9558011049723757,0.9202127659574468,0.9376693766937669,376,0.625,0.7575757575757576,0.6849315068493151,66,0.8959276018099548,0.8959276018099548,0.8959276018099548,442,0.7904005524861879,0.8388942617666022,0.811300441771541,442,0.9064054648633785,0.8959276018099548,0.8999302377577175,442,0.7575757575757576,0.625,0.6849315068493151,logistic_regression,"{'lr__C': 11.288378916846883, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.924806576402321
0,0.125,288,0.9726443768996961,0.851063829787234,0.9078014184397163,376,0.504424778761062,0.8636363636363636,0.6368715083798883,66,0.8529411764705882,0.8529411764705882,0.8529411764705882,442,0.738534577830379,0.8573500967117988,0.7723364634098022,442,0.9027292332862349,0.8529411764705882,0.8673458210099682,442,0.8636363636363636,0.504424778761062,0.6368715083798883,xgboost,,0.9168278529980658
0,0.5,243,0.917910447761194,0.9813829787234043,0.948586118251928,376,0.825,0.5,0.6226415094339622,66,0.9095022624434389,0.9095022624434389,0.9095022624434389,442,0.871455223880597,0.7406914893617021,0.7856138138429452,442,0.9040369419868981,0.9095022624434389,0.899915656301734,442,0.5,0.825,0.6226415094339622,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8764103803997421
